StationCode,Date,fieldcrew,debriscategory,Parameter,Result,resulttext,comments,downstreamupstream,segmentlength,studytype,statelocation,sccwrp_sites_rowid
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Hard Plastic Pieces,14,,,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Lid,2,,,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Pens/Markers,1,,,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Soft Plastic Pieces,4,,,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Wrapper/Wrapper Pieces,7,,,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River at Wardlow,9/6/2018,Miranda Roethler,Plastic,Lid,1,,,Not specified,100 ft,SoCalTally,Southern,32
Rynerson Park North,9/14/2018,Algalita 1+2,Miscellaneous,Rubber/Rubber Pieces,4,,,Not specified,100 ft,SoCalTally,Southern,24
San Gabriel River at Rosecrans,9/14/2018,SCCWRP + Algalita 1 + Algalita 2,Plastic,Bag - single use,7,,,Not specified,100 ft,SoCalTally,Southern,31
San Gabriel River at Rosecrans,9/14/2018,SCCWRP + Algalita 1 + Algalita 2,Plastic,Chip Bags,1,,,Not specified,100 ft,SoCalTally,Southern,31
San Gabriel River at Rosecrans,9/14/2018,SCCWRP + Algalita 1 + Algalita 2,Plastic,Cigarette Butts,2,,,Not specified,100 ft,SoCalTally,Southern,31
San Gabriel River at Rosecrans,9/14/2018,SCCWRP + Algalita 1 + Algalita 2,Plastic,Container Cap/Pieces,1,,,Not specified,100 ft,SoCalTally,Southern,31
San Gabriel River at Rosecrans,9/14/2018,SCCWRP + Algalita 1 + Algalita 2,Plastic,Cups,4,,,Not specified,100 ft,SoCalTally,Southern,31
San Gabriel River at Rosecrans,9/14/2018,SCCWRP + Algalita 1 + Algalita 2,Plastic,Foam Packing Peanuts,1,,,Not specified,100 ft,SoCalTally,Southern,31
San Gabriel River at Rosecrans,9/14/2018,SCCWRP + Algalita 1 + Algalita 2,Plastic,Foam Pieces/Pellets,26,,,Not specified,100 ft,SoCalTally,Southern,31
San Gabriel River at Rosecrans,9/14/2018,SCCWRP + Algalita 1 + Algalita 2,Plastic,Foam Plate,1,,,Not specified,100 ft,SoCalTally,Southern,31
San Gabriel River at Rosecrans,9/14/2018,SCCWRP + Algalita 1 + Algalita 2,Plastic,Hard Plastic Container,1,,,Not specified,100 ft,SoCalTally,Southern,31
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Plastic,Pens/Markers,3,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Plastic,Plastic Bottles,2,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Plastic,Plastic Pipe,2,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Plastic,Plastic Straw Wrapper,6,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Plastic,Single Use Container,9,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Plastic,Soft Plastic Pieces,-99,H,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Plastic,Straw/Stirrer,14,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Plastic,Tarp,1,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Plastic,Tobacco Wrapper/Pieces,3,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Plastic,Wrapper/Wrapper Pieces,-99,H,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Plastic,Plastic Other,32,,"1 dental pick, 11 tape, 4 utensils, 12 gloves, 2 CDs, 1 bra, 1 PVC",Not specified,100 ft,SoCalTally,Southern,40
Escondido,5/29/2018,Shelly Moore; Miranda Roethler,Fabric and Cloth,Synthetic Fabric,2,,,Not specified,100 ft,SoCalTally,Southern,12
Escondido,5/29/2018,Shelly Moore; Miranda Roethler,Fabric and Cloth,Fabric Other,1,,Shoe lace,Not specified,100 ft,SoCalTally,Southern,12
Escondido,5/29/2018,Shelly Moore; Miranda Roethler,Construction,Bricks,4,,,Not specified,100 ft,SoCalTally,Southern,12
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Biodegradable,Food Waste,1,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Glass,Glass Bottles,1,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Miscellaneous,Hose/Hose Pieces,2,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Miscellaneous,Waxed Paper Cups/Plates,2,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Plastic,Bag - reusable,1,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Plastic,Container Cap/Pieces,1,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Plastic,Foam Cups,1,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Plastic,Plastic Bottles,1,,,Not specified,300 ft,SoCalTally,Southern,27
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Fabric and Cloth,Fabric Other,1,,rope,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River at Rosecrans,9/14/2018,SCCWRP + Algalita 1 + Algalita 2,Plastic,Hard Plastic Pieces,60,,,Not specified,100 ft,SoCalTally,Southern,31
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Cigarette Butts,19,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Container Cap/Pieces,30,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Cups,28,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Foam Pieces/Pellets,126,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Hard Plastic Container,11,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Hard Plastic Pieces,146,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Plastic Pipe,9,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Single Use Container,22,,1 amazon package,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Soft Plastic Pieces,-99,H,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Construction,Bricks,5,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Construction,Concrete/Asphalt,5,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Glass,Glass Bottles,8,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Glass,Glass Pieces,17,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Metal,Aluminum Foil pieces,8,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Metal,Aluminum or Steel Cans,52,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Metal,Auto Parts,2,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Metal,Metal Pipe/Bar Segments,8,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Metal,"Wire (barb, chicken, etc.)",10,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Metal,Metal Other,18,,"1 metal plate, 5 metal piece, 1 light, 7 metal pieces, 1 bike pedal, 1 fork, 1 road sign",Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Miscellaneous,Ceramic Pots/Shards,3,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Miscellaneous,E-waste,6,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Miscellaneous,Rubber/Rubber Pieces,24,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Miscellaneous,Sports Balls,6,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Miscellaneous,Misc. Other,9,,"1 capri sun, 1 wire coated in rubber, 2 gum wrapper, 1 razor, 1 capri sun, 3 skateboards",Not specified,300 ft,SoCalTally,Southern,16
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Plastic,Cigarette Butts,1,,,Not specified,300 ft,SoCalTally,Southern,10
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Plastic,Hard Plastic Container,2,,,Not specified,300 ft,SoCalTally,Southern,10
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Biohazard,Dead Animals,1,,,Not specified,300 ft,SoCalTally,Southern,10
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Biohazard,Human Waste/Diapers/TP,1,,,Not specified,300 ft,SoCalTally,Southern,10
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Plastic,Balloons,2,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Plastic,Container Cap/Pieces,1,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Plastic,Plastic Pipe,3,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Plastic,Single Use Container,1,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Plastic,Tarp,2,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Plastic,Tobacco Wrapper/Pieces,1,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Fabric and Cloth,"Natural (Cotton, Wool)",6,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Large,Large Other,4,,"4 Wheels, see pictures",Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Construction,Rebar,15,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Glass,Glass Pieces,16,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Metal,Metal Bottle Caps,6,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Metal,"Wire (barb, chicken, etc.)",7,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Metal,Metal Other,14,,"2 metal tools, 1 cooking tray, 1 bike frame, 9 small metal pieces, 1 stake",Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Miscellaneous,Ceramic Pots/Shards,4,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Miscellaneous,Waxed Paper Cups/Plates,2,,,Not specified,300 ft,SoCalTally,Southern,38
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Plastic,Container Cap/Pieces,1,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Plastic,Cups,7,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Plastic,Foam Cups,4,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Plastic,Plastic Pipe,1,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Plastic,Plastic Straw Wrapper,1,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Plastic,Straw/Stirrer,1,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Plastic,Tarp,1,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Plastic,Tobacco Wrapper/Pieces,2,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Plastic,Plastic Other,11,,"7 gloves, 1 fruit sticker, 1 wire, 1 tie, 1 action figure",Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Fabric and Cloth,Synthetic Fabric,2,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Construction,Fabricated Wood,2,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Metal,Aluminum Foil pieces,5,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Metal,Aluminum or Steel Cans,7,,,Not specified,300 ft,SoCalTally,Southern,3
Whittier Narrows Nature Center,9/20/2019,"Miranda Roethler, Shelly Moore, Raeann",Miscellaneous,Hose/Hose Pieces,1,,,Not specified,100 ft,SoCalTally,Southern,39
Whittier Narrows Nature Center,9/20/2019,"Miranda Roethler, Shelly Moore, Raeann",Miscellaneous,Rubber/Rubber Pieces,1,,,Not specified,100 ft,SoCalTally,Southern,39
Whittier Narrows Nature Center,9/20/2019,"Miranda Roethler, Shelly Moore, Raeann",Miscellaneous,Misc. Other,4,,"2 plastic coated wire, 1 step ladder handle, 1 caprisun bag",Not specified,100 ft,SoCalTally,Southern,39
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Hard Plastic Pieces,203,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Large,Large Other,2,,"metal screen, BBQ piece",Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Lid,6,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Lighters,1,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Metal,Metal Bottle Caps,20,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Metal,Metal Other,90,,"spring, knife, metal piece, spoon, fork, pennies, metal T, key, ring, wire cutters, nail clippers, crucifix",Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Metal,Metal Pipe/Bar Segments,4,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Miscellaneous,Misc. Other,4,,"floss, bike tire piece, hot glue",Not specified,100 ft,SoCalTally,Southern,29
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Metal,Auto Parts,1,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Miscellaneous,Ceramic Pots/Shards,2,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Miscellaneous,Rubber/Rubber Pieces,3,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Miscellaneous,Misc. Other,3,,"1 drink pouch, 1 sponge, 1 fishing net",Not specified,300 ft,SoCalTally,Southern,3
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Foam Cups,10,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Foam Food Containers,1,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Foam Other Containers,1,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Lighters,2,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Large,Garbage Bags of Trash,1,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Biohazard,Medical waste,1,,1 bandaid,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Construction,Fabricated Wood,4,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Glass,Glass Other,3,,"1 lightbulb, 2, marbles",Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Metal,Batteries - Akaline,1,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Metal,Spray Paint Cans,5,,,Not specified,300 ft,SoCalTally,Southern,16
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Biodegradable,Food Waste,1,,,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Biodegradable,Paper/ cardboard,36,,,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Biodegradable,Biodegradable Other,2,,"chewing gum, paper cup",Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Biohazard,Pet Waste,1,,,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Construction,Concrete/Asphalt,1,,,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Construction,Fabricated Wood,1,,wood chi[p,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Construction,Rebar,1,,,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Glass,Glass Bottles,2,,,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Glass,Glass Pieces,-99,M,,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Metal,Aluminum Foil pieces,4,,,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Metal,Auto Parts,1,,bike piece,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Metal,"Nails, Screws, Bolts, etc.",1,,,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Metal,Metal Other,4,,"penny, bike spoke, chain link piece",Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Miscellaneous,E-Waste,2,,,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Miscellaneous,Rubber/Rubber Pieces,2,,,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River 185th,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Bag - single use,5,,,Not specified,100 ft,SoCalTally,Southern,28
San Gabriel River at 91 Freeway,12/12/2018,Shelly Moore,Plastic,Cigarette Butts,4,,,Not specified,100 ft,SoCalTally,Southern,30
San Gabriel River at 91 Freeway,12/12/2018,Shelly Moore,Plastic,Container Cap/Pieces,8,,,Not specified,100 ft,SoCalTally,Southern,30
San Gabriel River at 91 Freeway,12/12/2018,Shelly Moore,Construction,Fabricated Wood,7,,,Not specified,100 ft,SoCalTally,Southern,30
San Gabriel River at 91 Freeway,12/12/2018,Shelly Moore,Plastic,Foam Pieces/Pellets,249,,,Not specified,100 ft,SoCalTally,Southern,30
San Gabriel River at 91 Freeway,12/12/2018,Shelly Moore,Glass,Glass Pieces,10,,,Not specified,100 ft,SoCalTally,Southern,30
San Gabriel River at 91 Freeway,12/12/2018,Shelly Moore,Plastic,Hard Plastic Container,2,,,Not specified,100 ft,SoCalTally,Southern,30
San Gabriel River at 91 Freeway,12/12/2018,Shelly Moore,Plastic,Hard Plastic Pieces,121,,2 DP = dental pick,Not specified,100 ft,SoCalTally,Southern,30
San Gabriel River at 91 Freeway,12/12/2018,Shelly Moore,Biohazard,Human Waste/Diapers/TP,1,,,Not specified,100 ft,SoCalTally,Southern,30
San Gabriel River at 91 Freeway,12/12/2018,Shelly Moore,Plastic,Lid,1,,,Not specified,100 ft,SoCalTally,Southern,30
San Gabriel River at 91 Freeway,12/12/2018,Shelly Moore,Plastic,Lighters,1,,,Not specified,100 ft,SoCalTally,Southern,30
San Gabriel River at 91 Freeway,12/12/2018,Shelly Moore,Metal,Metal Other,1,,,Not specified,100 ft,SoCalTally,Southern,30
San Gabriel River at 91 Freeway,12/12/2018,Shelly Moore,Metal,"Nails, Screws, Bolts, etc.",6,,,Not specified,100 ft,SoCalTally,Southern,30
San Gabriel River 185th,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Beverage Bottles,6,,,Not specified,100 ft,SoCalTally,Southern,28
San Gabriel River 185th,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Cigarette Butts,2,,,Not specified,100 ft,SoCalTally,Southern,28
San Gabriel River 185th,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Container Cap/Pieces,1,,,Not specified,100 ft,SoCalTally,Southern,28
San Gabriel River 185th,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Cups,3,,,Not specified,100 ft,SoCalTally,Southern,28
San Gabriel River 185th,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Foam Cups,5,,,Not specified,100 ft,SoCalTally,Southern,28
San Gabriel River 185th,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Foam Food Containers,1,,,Not specified,100 ft,SoCalTally,Southern,28
San Gabriel River 185th,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Foam Pieces/Pellets,10,,,Not specified,100 ft,SoCalTally,Southern,28
San Gabriel River 185th,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Foam Plate,1,,,Not specified,100 ft,SoCalTally,Southern,28
San Gabriel River 185th,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Hard Plastic Pieces,59,,,Not specified,100 ft,SoCalTally,Southern,28
San Gabriel River 185th,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Lid,7,,,Not specified,100 ft,SoCalTally,Southern,28
San Gabriel River 185th,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Pens/Markers,2,,,Not specified,100 ft,SoCalTally,Southern,28
San Gabriel River 185th,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Soft Plastic Pieces,22,,,Not specified,100 ft,SoCalTally,Southern,28
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Miscellaneous,Mylar balloons,2,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Miscellaneous,Waxed Paper Cups/Plates,3,,,Not specified,300 ft,SoCalTally,Southern,16
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Metal,Metal Other,1,,Aluminum piece,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Plastic,Plates,1,,Bowl,Not specified,300 ft,SoCalTally,Southern,3
